Age,Birth Place,Birthday,College,Current Status,Current Team,Experience,Height (inches),High School,High School Location,Name,Number,Player Id,Position,Weight (lbs),Years Played
23,"Monroe , NC",6/17/1993,Duke,Active,Washington Redskins,3rd season,68,Monroe HS,NC,"Crowder, Jamison",80,jamisoncrowder/2552415,WR,182,
22,,10/23/1994,Iowa State,Active,Philadelphia Eagles,Rookie,70,,,"Wiltz, Jomal",,jomalwiltz/2559283,CB,174,
26,"Herndon , VA",2/15/1991,Lehigh,Active,Detroit Lions,3rd season,73,Freehold Township HS,"Freehold, NJ","Spadola, Ryan",18,ryanspadola/2540268,WR,205,
22,"Savannah , GA",12/2/1994,Texas-El Paso,Active,Green Bay Packers,Rookie,69,Burges HS,"El Paso, TX","Jones, Aaron",,aaronjones/2558116,RB,208,
23,"Madison , IL",2/23/1994,Nebraska,Active,New England Patriots,2nd season,74,Edwardsville HS,IL,"Valentine, Vincent",99,vincentvalentine/2555517,NT,320,
25,,6/28/1991,USC,Active,Tampa Bay Buccaneers,Rookie,73,East HS,"Salt Lake City, UT","Tu'ikolovatu, Stevie",,stevietu'ikolovatu/2557962,NT,350,
27,"Royal Oak , MI",4/26/1990,Southern Methodist,Unsigned free agent,Minnesota Vikings,5th season,73,Oxford HS,MI,"Line, Zach",48,zachline/2539303,FB,233,
25,"Dallas , TX",11/6/1991,Texas A&M,Active,Seattle Seahawks,5th season,78,Arlington HS,TX,"Joeckel, Luke",,lukejoeckel/2540139,T,312,
22,,5/6/1995,Texas-El Paso,Active,Cincinnati Bengals,Rookie,73,,,"Laufasa, Darrin",,darrinlaufasa/2558964,FB,240,
24,,4/19/1993,Cincinnati,Active,Denver Broncos,1st season,77,,,"Murray, Justin",64,justinmurray/2556628,OT,304,
23,"Glen St. Mary , FL",1/19/1994,Georgia,Active,San Francisco 49ers,2nd season,78,Bolles School HS,"Jacksonville, FL","Theus, John",71,johntheus/2555198,OT,303,
23,"Wheaton , IL",10/26/1993,Northwestern,Active,Cleveland Browns,2nd season,73,Wheaton-Warrenville South HS,"Wheaton, IL","Vitale, Danny",40,dannyvitale/2555218,RB,239,
24,"Springfield , OH",11/30/1992,Ohio State,Active,Houston Texans,2nd season,73,Wayne HS,"Huber Heights, OH","Miller, Braxton",13,braxtonmiller/2555348,WR,205,
23,"Mobile , AL",6/13/1993,Nebraska,Active,Detroit Lions,3rd season,69,Homewood HS,AL,"Abdullah, Ameer",21,ameerabdullah/2552374,RB,203,
28,"Ridgeville , SC",7/31/1988,Georgia,Active,Cincinnati Bengals,7th season,76,Summerville HS,SC,"Green, A.J.",18,a.j.green/2495450,WR,210,
31,"Sulligent , AL",1/2/1986,Alabama,Unsigned free agent,Tennessee Titans,9th season,71,Sulligent HS,AL,"Johnson, Rashad",25,rashadjohnson/71353,FS,204,
22,"Crescent City , FL",9/2/1994,Florida,Active,Cleveland Browns,Rookie,74,Crescent City HS,FL,"Brantley, Caleb",,calebbrantley/2558007,DT,314,
24,,9/22/1992,Ferris State,Active,New York Jets,1st season,76,,,"Vander Laan, Jason",,jasonvanderlaan/2556700,TE,244,
,,,Kent State,Active,Cleveland Browns,Rookie,69,,,"Murray, Najee",,najeemurray/2559344,DB,185,
24,"Rock Hill , SC",2/14/1993,South Carolina,Active,Houston Texans,4th season,77,South Pointe HS,"Rock Hill, SC","Clowney, Jadeveon",90,jadeveonclowney/2543456,DE,270,
27,"Athens , AL",7/14/1989,Alabama,Unsigned free agent,Dallas Cowboys,6th season,76,Decatur HS,AL,"McClain, Rolando",55,rolandomcclain/496941,MLB,255,
26,"Chula Vista , CA",5/12/1991,Marist,Active,Jacksonville Jaguars,3rd season,70,Mater Dei HS,"Santa Ana, CA","Myers, Jason",2,jasonmyers/2553112,K,195,
24,"Plaquemine , LA",2/26/1993,LSU,Active,New York Jets,2nd season,74,White Castle HS,LA,"Martin, Ronald",,ronaldmartin/2553726,SS,220,
27,"Columbus , OH",12/29/1989,Michigan,Active,Jacksonville Jaguars,5th season,76,St. Francis de Sales HS,"Columbus, OH","Omameh, Patrick",77,patrickomameh/2539259,OG,316,
25,,2/14/1992,Arizona State,Active,Cincinnati Bengals,3rd season,75,Charlotte HS,FL,"Hardison, Marcus",91,marcushardison/2552672,DT,315,
25,"Paducah , KY",2/24/1992,Kentucky,Active,Los Angeles Rams,2nd season,75,Tilghman HS,"Paducah, KY","Forrest, Josh",59,joshforrest/2555167,OLB,249,
24,"Woodbridge , VA",6/30/1992,North Carolina,Active,Cincinnati Bengals,4th season,75,Fork Union Mil. Acad. HS,VA,"Bodine, Russell",61,russellbodine/2543622,C,308,
26,"New Brighton , MN",6/16/1990,South Dakota State,Active,Kansas City Chiefs,2nd season,79,Somerset HS,Wi,"Witzmann, Bryan",70,bryanwitzmann/2550606,OT,320,
23,"Wisconsin Rapids , WI",7/2/1993,Wisconsin,Active,Green Bay Packers,Rookie,75,Lincoln HS,"Wisconsin Rapids, WI","Biegel, Vince",,vincebiegel/2557906,OLB,246,
25,"Grandview , MO",1/18/1992,Northern Iowa,Active,Arizona Cardinals,3rd season,74,Grandview HS,MO,"Williams, Xavier",94,xavierwilliams/2553764,NT,309,
21,"Jackson , AL",9/16/1995,Oklahoma,Active,Washington Redskins,Rookie,70,Hendrickson HS,"Pflugerville, TX","Perine, Samaje",,samajeperine/2558138,RB,235,
26,"Elmont , NY",12/25/1990,Towson,Active,Pittsburgh Steelers,2nd season,70,Royal Palm Beach HS,FL,"Dangerfield, Jordan",37,jordandangerfield/2541696,SS,199,
21,"San Jose , CA",9/19/1995,Colorado,Active,Cleveland Browns,Rookie,72,,,"Olugbode, Kenneth",,kennetholugbode/2559224,LB,220,
24,"Pontiac , MI",8/15/1992,Grand Valley State,Active,Baltimore Ravens,2nd season,75,West Bloomfield HS,MI,"Judon, Matt",91,mattjudon/2555505,LB,275,
29,"Dallas , TX",9/14/1987,Texas Tech,Active,Oakland Raiders,9th season,73,David W. Carter HS,"Dallas, TX","Crabtree, Michael",15,michaelcrabtree/71269,WR,215,
42,"West Palm Beach , FL",1/23/1975,Texas,Active,Arizona Cardinals,19th season,71,Lake Highlands HS,"Dallas, TX","Dawson, Phil",,phildawson/2500351,K,200,
25,"Columbus , OH",2/18/1992,Michigan State,Active,Pittsburgh Steelers,5th season,73,Groveport Madison HS,"Groveport, OH","Bell, Le'Veon",26,le'veonbell/2540175,RB,225,
29,"Clemson , SC",4/24/1988,Clemson,Active,Kansas City Chiefs,7th season,76,D.W. Daniel HS,"Clemson, SC","Jenkins, Jarvis",94,jarvisjenkins/2495178,DT,300,
24,,2/17/1993,Duke,Active,Baltimore Ravens,1st season,75,Worthington Kilbourne HS,"Columbus, OH","Skura, Matt",68,mattskura/2556683,C,305,
25,"Toledo , OH",8/30/1991,Ohio State,Active,Indianapolis Colts,4th season,78,St. John's HS,"Toledo, OH","Mewhort, Jack",75,jackmewhort/2543744,OG,312,
24,"Oil City , PA",4/9/1993,Notre Dame,Active,Jacksonville Jaguars,2nd season,77,Oil City HS,PA,"Koyack, Ben",83,benkoyack/2552396,TE,269,
30,"San Diego , CA",10/7/1986,Oregon,Unsigned free agent,New Orleans Saints,9th season,70,Clayton HS,MO,"Byrd, Jairus",31,jairusbyrd/79899,FS,203,
25,"Sioux Falls , SD",5/12/1992,Texas-El Paso,Active,Denver Broncos,Rookie,81,,,"Lang, Cedrick",,cedricklang/2556586,TE,255,
26,"Omaha , NE",11/8/1990,Nebraska,Active,Washington Redskins,4th season,77,Elkhorn HS,NE,"Long, Spencer",61,spencerlong/2550140,C,324,
23,"Oklahoma City , OK",1/10/1994,Oklahoma State,Active,Kansas City Chiefs,Rookie,72,Dunbar HS,"Fort Worth, TX","Lampkin, Ashton",,ashtonlampkin/2559077,CB,189,
22,"Mays Landing , NJ",1/9/1995,Penn State,Active,Cincinnati Bengals,Rookie,73,,,"Bell, Brandon",,brandonbell/2558910,LB,227,
23,"Beech Island , SC",11/19/1993,Clemson,Active,Miami Dolphins,Rookie,73,Silver Bluff HS,"Aiken, SC","Tankersley, Cordrea",,cordreatankersley/2557931,CB,200,
25,"Tallahassee , FL",8/27/1991,USC,Active,Baltimore Ravens,3rd season,72,Lincoln HS,"Tallahasse, FL","Allen, Javorius",37,javoriusallen/2552631,RB,222,
26,"North Miami , FL",7/29/1990,Florida International,Active,Tennessee Titans,5th season,72,North Miami Beach HS,FL,"Cyprien, Johnathan",,johnathancyprien/2539223,SS,217,
22,"Las Vegas , NV",3/3/1995,Brigham Young,Active,Cleveland Browns,Rookie,73,,,"Nacua, Kai",,kainacua/2559220,DB,205,
24,,11/27/1992,USC,Active,New York Jets,1st season,76,,,"Pelon, Claude",,claudepelon/2556647,DE,300,
26,"Seattle , WA",3/1/1991,Idaho,Active,Philadelphia Eagles,1st season,71,West Seattle HS,"Seattle, WA","Grymes, Aaron",38,aarongrymes/2555574,DB,185,
23,,4/19/1994,Minnesota,Active,New England Patriots,Rookie,73,Pensacola HS,"Pensacola, FL","Travis, Damarius",45,damariustravis/2559002,DB,206,
26,"Memphis , TN",11/27/1990,Auburn,Active,Tennessee Titans,5th season,71,Olive Branch HS,MS,"Bates, Daren",,darenbates/2541539,LB,225,
23,"Stockton , CA",9/25/1993,Oregon State,Active,New England Patriots,4th season,70,Lincoln HS,"Stockton, CA","Cooks, Brandin",14,brandincooks/2543498,WR,189,
24,"Carmel , NY",4/17/1993,Hobart,Active,Tampa Bay Buccaneers,3rd season,76,Hastings HS,"Hastings-on-Hudson, NY","Marpet, Ali",74,alimarpet/2552332,OG,307,
25,"Los Angeles , CA",6/21/1991,Oregon State,Active,Philadelphia Eagles,3rd season,74,Colony HS,"Ontario, CA","Andrews, Josh",68,joshandrews/2550277,G,311,
24,,9/12/1992,Connecticut,Active,San Francisco 49ers,Rookie,78,,,"Levy, Richard",,richardlevy/2559082,OG,316,
28,"Stratford , NJ",5/5/1989,Iowa,Active,Green Bay Packers,6th season,72,Highland HS,"Blackwood, NJ","Daniels, Mike",76,mikedaniels/2532826,DE,310,
27,"Mexia , TX",6/8/1989,Southern Methodist,Active,New York Jets,6th season,75,Mexia HS,TX,"Beachum, Kelvin",,kelvinbeachum/2533442,T,316,
26,"Salt Lake City , UT",12/19/1990,Utah,Active,Los Angeles Chargers,4th season,73,Skyline HS,"Salt Lake City, UT","Palepoi, Tenny",95,tennypalepoi/2550460,DE,298,
22,"Manchester , CT",6/3/1995,Florida,Active,Tampa Bay Buccaneers,2nd season,70,Wharton HS,"Tampa, FL","Hargreaves, Vernon",28,vernonhargreaves/2555299,CB,204,
28,"Galveston Co. , TX",11/4/1988,Oklahoma State,Active,Dallas Cowboys,8th season,74,Lufkin HS,TX,"Bryant, Dez",88,dezbryant/497278,WR,220,
24,"Bakersfield , CA",7/2/1992,Tennessee,Active,Miami Dolphins,3rd season,73,Frontier HS,"Bakersfield, CA","Darr, Matt",4,mattdarr/2553642,P,214,
28,"Ocala , FL",9/23/1988,South Carolina,Unsigned free agent,New York Jets,6th season,73,Trinity Catholic HS,"Ocala, FL","Allen, Antonio",39,antonioallen/2532786,DB,210,
26,"Orange , CA",11/10/1990,Stanford,Active,Philadelphia Eagles,5th season,77,Monte Vista HS,"Danville, CA","Ertz, Zach",86,zachertz/2540158,TE,250,
22,"Little Rock , AR",12/7/1994,Arkansas,Active,Los Angeles Chargers,2nd season,77,Pulaski Academy HS,"Little Rock, AR","Henry, Hunter",86,hunterhenry/2555341,TE,250,
25,"Navarre , FL",11/29/1991,Illinois,Active,Detroit Lions,5th season,73,Fort Walton Beach HS,FL,"Spence, Akeem",,akeemspence/2540201,DT,307,
25,"San Diego , CA",4/3/1992,Oklahoma,Active,Miami Dolphins,4th season,71,Mira Mesa HS,"San Diego, CA","Williams, Damien",26,damienwilliams/2550512,RB,228,
25,"Lees Summit , MO",2/23/1992,Missouri,Active,Los Angeles Rams,4th season,70,Fort Osage HS,"Independence, MO","Gaines, E.J.",33,e.j.gaines/2543823,CB,190,
25,,9/26/1991,Wofford,Active,Detroit Lions,1st season,74,,,"Redfern, Kasey",,kaseyredfern/2550848,P,215,
29,"Pittsburgh , PA",2/11/1988,Toledo,Active,Jacksonville Jaguars,8th season,74,Penn Hills HS,"Pittsburgh, PA","Church, Barry",,barrychurch/494259,SS,218,
27,"Atlanta , GA",9/18/1989,Georgia,Active,Buffalo Bills,6th season,78,Riverdale HS,GA,"Glenn, Cordy",77,cordyglenn/2532849,T,345,
23,"Mission Viejo , CA",12/11/1993,Stanford,Active,Green Bay Packers,2nd season,78,San Clemente HS,CA,"Murphy, Kyle",68,kylemurphy/2555200,OT,305,
29,"Atlanta , GA",2/25/1988,Georgia,Active,Miami Dolphins,8th season,73,Booker T. Washington HS,"Atlanta, GA","Jones, Reshad",20,reshadjones/496739,FS,214,
25,"Lyons , KS",6/4/1992,Oklahoma,Active,New England Patriots,3rd season,76,Hutchinson HS,KS,"Grissom, Geneo",,geneogrissom/2552271,OLB,265,
22,"Long Beach , CA",11/27/1994,Washington,Active,Cincinnati Bengals,Rookie,71,Jordan HS,"Long Beach, CA","Ross, John",,johnross/2558010,WR,190,
22,"Houston , MS",7/3/1994,Mississippi State,Active,Kansas City Chiefs,2nd season,77,Houston HS,MS,"Jones, Chris",95,chrisjones/2556369,DE,310,
27,"Eufaula , AL",12/13/1989,Alabama,Active,Atlanta Falcons,6th season,74,Eufaula HS,AL,"Upshaw, Courtney",91,courtneyupshaw/2532964,DE,272,
,,,Southern Methodist,Active,Minnesota Vikings,Rookie,72,,,"Richardson, Horace",,horacerichardson/2558991,CB,212,
28,"Carrollton , GA",4/27/1989,Auburn,Active,Atlanta Falcons,6th season,73,Carrollton HS,GA,"Harris, Josh",47,joshharris/2533554,LS,224,
31,"Phoenix , AZ",1/20/1986,Notre Dame,Active,Carolina Panthers,10th season,74,Brophy Prep HS,"Phoenix, AZ","Jansen, J.J.",44,j.j.jansen/2507412,LS,240,
28,"Tyler , TX",7/3/1988,Texas-San Antonio,Active,Carolina Panthers,6th season,73,John Tyler HS,"Tyler, TX","Williams, Teddy",21,teddywilliams/2508077,DB,210,
22,"Red Bank , NJ",9/24/1994,Penn State,Active,Indianapolis Colts,Rookie,75,Red Bank Regional HS,"Red Bank, NJ","Sickels, Garrett",,garrettsickels/2558900,LB,261,
24,,10/30/1992,Lake Erie College,Active,Oakland Raiders,Rookie,75,,,"Kukwa, Anthony",,anthonykukwa/2559049,LS,221,
,,,Missouri,Active,Los Angeles Rams,Rookie,70,,,"Penton, Aarion",,aarionpenton/2559090,CB,185,
32,"Brookfield , WI",12/4/1984,Wisconsin,Active,Cleveland Browns,11th season,78,Central HS,"Brookfield, WI","Thomas, Joe",73,joethomas/2507162,T,312,
28,Manchester England,12/22/1988,Florida State,Active,Denver Broncos,5th season,77,Burnage HS,"Manchester, England","Watson, Menelik",,menelikwatson/2540206,T,315,
25,"Watsonville , CA",3/10/1992,Colorado State,Active,Denver Broncos,3rd season,77,St. Francis HS,"Mountain View, CA","Sambrailo, Ty",74,tysambrailo/2552366,OT,315,
21,"Youngstown , OH",2/5/1996,Indiana,Active,Kansas City Chiefs,Rookie,68,Glenville HS,"Cleveland, OH","Redding, Devine",,devineredding/2559103,RB,205,
31,"Ozark , AL",1/3/1986,Troy,Active,New York Jets,8th season,75,Carroll HS,"Ozark, AL","McLendon, Steve",99,stevemclendon/2507590,DT,310,
21,"DeSoto , TX",10/30/1995,Houston,Active,Cleveland Browns,Rookie,73,DeSoto HS,TX,"Wilson, Howard",,howardwilson/2558158,CB,185,
25,,5/2/1992,Arkansas,Active,Buffalo Bills,1st season,77,,,"Jefferson, Cameron",,cameronjefferson/2553544,OT,317,
24,"Fullerton , CA",9/18/1992,Notre Dame,Active,Arizona Cardinals,4th season,78,Servite HS,"Anaheim, CA","Niklas, Troy",87,troyniklas/2543628,TE,270,
25,"East St. Louis , IL",7/23/1991,Arkansas-Pine Bluff,Active,New Orleans Saints,5th season,77,Cahokia HS,IL,"Armstead, Terron",72,terronarmstead/2540228,T,304,
23,"Livingston , TX",5/26/1994,Utah State,Active,Green Bay Packers,Rookie,71,Livingston HS,TX,"Mays, Devante",,devantemays/2558837,RB,230,
32,"Palestine , TX",3/21/1985,Oklahoma,Active,New Orleans Saints,11th season,73,Palestine HS,TX,"Peterson, Adrian",,adrianpeterson/2507164,RB,220,
26,"Sanford , FL",3/5/1991,Miami (Fla.),Active,San Francisco 49ers,5th season,75,Seminole HS,"Sanford, FL","Armstrong, Ray-Ray",54,ray-rayarmstrong/2541792,OLB,220,
22,"College Station , TX",11/9/1994,Colorado,Active,San Francisco 49ers,Rookie,76,,,"Gilbert, Jimmie",,jimmiegilbert/2558946,LB,216,
34,"Waco , TX",11/22/1982,Texas,Active,Kansas City Chiefs,13th season,75,Waco HS,TX,"Johnson, Derrick",56,derrickjohnson/2506353,ILB,242,
24,"Northridge , CA",2/9/1993,Arizona State,Active,Los Angeles Chargers,Rookie,72,,,"Bercovici, Mike",,mikebercovici/2556794,QB,204,
25,"Carrollton , TX",3/7/1992,Stanford,Active,Indianapolis Colts,3rd season,74,Linn-Mar HS,"Marion, IA","Parry, David",54,davidparry/2552438,NT,310,
24,"Olny , MD",3/27/1993,Baylor,Active,Baltimore Ravens,1st season,75,,,"Broxton, Jarell",,jarellbroxton/2556485,OG,322,
24,"Philmont , NY",1/23/1993,Boston College,Active,Atlanta Falcons,3rd season,74,Chatham HS,NY,"Keyes, Josh",52,joshkeyes/2553719,LB,223,
22,"West Palm Beach , FL",3/13/1995,Florida Atlantic,Active,Washington Redskins,Rookie,74,,,"Homer, Tevin",,tevinhomer/2559334,DB,195,
27,"Newark , NJ",8/3/1989,Fordham,Unsigned free agent,Miami Dolphins,7th season,73,Union HS,NJ,"Abdul-Quddus, Isa",24,isaabdul-quddus/2530658,SS,196,
29,"Marrero , LA",1/7/1988,Ohio State,Unsigned free agent,Miami Dolphins,5th season,72,East Ridge HS,"Clermont, FL","Chekwa, Chimdi",38,chimdichekwa/2495138,DB,190,
23,"Hempstead , NY",6/23/1993,Penn State,Active,Tampa Bay Buccaneers,3rd season,78,Owings Mills HS,MD,"Smith, Donovan",76,donovansmith/2552460,OT,338,
28,"Parkston , SD",12/1/1988,Iowa,Active,Minnesota Vikings,6th season,78,Parkston HS,SD,"Reiff, Riley",,rileyreiff/2533042,T,305,
31,"Riviera Beach , FL",9/19/1985,North Carolina State,Active,Chicago Bears,8th season,76,Palm Beach Gardens HS,FL,"Young, Willie",97,willieyoung/2508063,OLB,258,
27,"Gainesville , FL",1/4/1990,Florida,Active,Kansas City Chiefs,1st season,78,Gainesville HS,FL,"Okine, Earl",,earlokine/2541873,DE,290,
24,"Houston , TX",7/6/1992,Texas,Active,Cincinnati Bengals,2nd season,75,Noth Shore HS,"Houston, TX","Hopkins, Trey",66,treyhopkins/2550208,OG,310,
24,,11/10/1992,Nebraska,Active,Kansas City Chiefs,Rookie,74,,,"Moore, Alonzo",,alonzomoore/2559088,WR,185,
29,"Shelby , NC",9/3/1987,Florida,Unsigned free agent,Buffalo Bills,7th season,74,Crest HS,"Shelby, NC","Spikes, Brandon",,brandonspikes/496953,LB,255,
23,"Jasper , IN",2/7/1994,Harvard,Active,Chicago Bears,2nd season,76,Forest Park HS,"Ferdinand, IN","Braunecker, Ben",84,benbraunecker/2556478,TE,255,
25,"Logan , UT",11/25/1991,Utah State,Active,Green Bay Packers,2nd season,77,Mesa HS,AZ,"Fackrell, Kyler",51,kylerfackrell/2555340,OLB,245,
24,"Saraland , AL",8/21/1992,Auburn,Active,Houston Texans,4th season,73,UMS-Wright Prep HS,"Mobile, AL","Prosch, Jay",45,jayprosch/2543695,FB,255,
27,"Mccall Creek , MS",10/20/1989,Southern Mississippi,Active,Cleveland Browns,5th season,75,Franklin Co. HS,"Meadville, MS","Collins, Jamie",51,jamiecollins/2539311,OLB,250,
26,,8/24/1990,San Jose State,Active,Houston Texans,3rd season,77,La Costa Canyon HS,"Carlsbad, CA","Quessenberry, David",77,davidquessenberry/2539301,T,306,
26,"Irvington , NJ",6/5/1991,Florida,Active,Washington Redskins,4th season,72,Irvington HS,NJ,"Evans, Josh",,joshevans/2540283,DB,198,
24,"Chicago , IL",3/15/1993,Illinois,Active,New England Patriots,2nd season,76,Cathedral HS,"Indianapolis, IN","Karras, Ted",75,tedkarras/2555145,OG,305,
26,"Cincinnati , OH",9/20/1990,Ohio State,Active,San Francisco 49ers,4th season,72,Princeton HS,"Cincinnati, OH","Hyde, Carlos",28,carloshyde/2543743,RB,235,
27,"Dallas , TX",3/18/1990,Missouri,Active,Tampa Bay Buccaneers,4th season,74,South Oak Cliff HS,"Dallas, TX","Smith, Jacquies",56,jacquiessmith/2533005,DE,260,
32,"Fontana , CA",1/4/1985,Utah,Active,Baltimore Ravens,11th season,71,Alta Loma HS,CA,"Weddle, Eric",32,ericweddle/2495775,SS,195,
26,"Montgomery , AL",6/14/1990,Georgia Tech,Active,Kansas City Chiefs,3rd season,79,Enterprise HS,AL,"Barnes, T.J.",77,t.j.barnes/2540276,DT,364,
24,"Manheim , PA",12/1/1992,James Madison,Active,Green Bay Packers,Rookie,76,,,"Hart, Derek",,derekhart/2558787,LS,240,
29,"Mobile , AL",1/23/1988,Auburn,Active,New Orleans Saints,7th season,76,Lillie B. Williamson HS,"Mobile, AL","Fairley, Nick",90,nickfairley/2495479,DT,308,
28,"Pahokee , FL",10/29/1988,North Alabama,Active,New York Giants,6th season,70,Pahokee HS,FL,"Jenkins, Janoris",20,janorisjenkins/2532875,CB,198,
31,"Delray Beach , FL",2/18/1986,Virginia Tech,Unsigned free agent,Los Angeles Chargers,10th season,69,Atlantic HS,"Delray Beach, FL","Flowers, Brandon",24,brandonflowers/754,CB,187,
26,"Bloomfield , CT",9/2/1990,Wagner,Active,New York Jets,4th season,73,Bloomfield HS,CT,"Stanford, Julian",51,julianstanford/2535867,ILB,230,
23,"Orlando , FL",6/16/1993,Cincinnati,Active,Baltimore Ravens,2nd season,73,Thomas Jefferson HS,"Tampa, FL","Moore, Chris",10,chrismoore/2555209,WR,200,
22,"Pickerington , OH",11/7/1994,Michigan,Active,Dallas Cowboys,Rookie,78,Pickerington Central HS,OH,"Charlton, Taco",,tacocharlton/2557882,DE,272,
28,"Stephenville , TX",6/6/1989,Texas Tech,Active,Los Angeles Rams,5th season,73,Stephenville HS,TX,"Davis, Cody",38,codydavis/2541135,FS,206,
23,"Country Club Hills , IL",5/17/1994,Indiana,Active,Green Bay Packers,2nd season,78,Concord HS,"Elkhart, IN","Spriggs, Jason",78,jasonspriggs/2555197,OG,301,
21,"Miami , FL",7/11/1995,Ohio State,Active,Los Angeles Chargers,2nd season,77,St. Thomas Aquinas HS,"Fort Lauderdale, FL","Bosa, Joey",99,joeybosa/2555249,DE,280,
25,"Havelock , NC",5/21/1992,South Carolina,Active,Detroit Lions,3rd season,79,Havelock HS,NC,"Robinson, Corey",70,coreyrobinson/2552356,OT,317,
35,"Knoxville , TN",5/6/1982,Tennessee,Active,Kansas City Chiefs,13th season,75,Bearden HS,"Knoxville, TN","Colquitt, Dustin",2,dustincolquitt/2506438,P,210,
,,,West Virginia,Active,Green Bay Packers,Rookie,77,,,"Pankey, Adam",,adampankey/2558984,OG,324,
22,,10/16/1994,Lamar,Active,Denver Broncos,Rookie,72,Kell HS,"Marietta, GA","Langley, Brendan",,brendanlangley/2558186,CB,199,
,,,Greenville College,Active,Oakland Raiders,Rookie,73,,,"Morrow, Nicholas",,nicholasmorrow/2559054,LB,220,
23,"Aliquippa , PA",9/7/1993,West Virginia,Active,Pittsburgh Steelers,Rookie,72,,,"Shell, Rushel",,rushelshell/2558869,RB,216,
31,"Cincinnati , OH",3/18/1986,Louisville,Active,Buffalo Bills,9th season,76,Elder HS,"Cincinnati, OH","Wood, Eric",70,ericwood/71523,C,310,
29,"Jacksonville , FL",7/30/1987,Cincinnati,Unsigned free agent,Pittsburgh Steelers,8th season,75,Terry Parker HS,"Jacksonville, FL","Mathews, Ricardo",90,ricardomathews/1037901,DE,300,
