name,age,birth_place,birthday,weight_lbs,height_in,college,player_id,number,position,current_stat,current_team,experience,high_school,high_school_loc,yrs_played
Kenyan Drake,23.0,"Powder Springs , GA",1/26/1994,216.0,73.0,Alabama,kenyandrake/2555230,32.0,RB,Active,Miami Dolphins,2nd season,Hillgrove HS,"Powder Springs, GA",
Denard Walker,43.0,"Dallas , TX",8/9/1973,190.0,73.0,LSU,denardwalker/2503503,,,Retired,,9 Seasons,,,1997 - 2005
Quinten Rollins,24.0,"Canton , OH",7/15/1992,195.0,71.0,Miami (Ohio),quintenrollins/2552263,24.0,CB,Active,Green Bay Packers,3rd season,Wilmington HS,OH,
Willie Reid,34.0,"Kathleen , GA",9/19/1982,192.0,70.0,Florida State,williereid/2495933,,,Retired,,4 Seasons,,,2006 - 2009
Travis Daniels,34.0,"Hollywood , FL",9/8/1982,195.0,73.0,LSU,travisdaniels/2506442,,,Retired,,8 Seasons,,,2005 - 2012
Jack Frantz,71.0,"Kokomo , IN",7/1/1945,230.0,75.0,California,jackfrantz/2514386,,,Retired,,1 Season,,,1968 - 1968
Matt Beck,40.0,"Fairfield , CA",2/16/1977,238.0,75.0,California,mattbeck/2504329,,,Retired,,1 Season,,,2000 - 2000
Bob Petrich,76.0,"Long Beach , CA",3/15/1941,252.0,76.0,West Texas A&M,bobpetrich/2523115,,,Retired,,5 Seasons,,,1963 - 1967
Chris Dalman,47.0,"Salinas , CA",3/15/1970,297.0,75.0,Stanford,chrisdalman/2500274,,,Retired,,8 Seasons,,,1993 - 2000
George Fant,24.0,"Cincinnati , OH",7/19/1992,296.0,77.0,Western Kentucky,georgefant/2556524,74.0,OT,Active,Seattle Seahawks,2nd season,Warren Central HS,"Bowling Green, KY",
Andra Davis,38.0,"Live Oak , FL",12/23/1978,255.0,73.0,Florida,andradavis/2505126,,,Retired,,10 Seasons,,,2002 - 2011
Kenny Harrison,63.0,"Beaumont , TX",12/12/1953,176.0,72.0,Southern Methodist,kennyharrison/2516009,,,Retired,,4 Seasons,,,1976 - 1980
Paul Maguire,78.0,"Youngstown , OH",8/22/1938,228.0,72.0,The Citadel,paulmaguire/2519977,,,Retired,,11 Seasons,,,1960 - 1970
Dan O'Leary,39.0,"Cleveland , OH",9/1/1977,248.0,75.0,Notre Dame,dano'leary/2504584,,,Retired,,2 Seasons,,,2001 - 2002
Rudy Carpenter,31.0,"Westlake Village , CA",4/15/1986,215.0,74.0,Arizona State,rudycarpenter/81280,,,Retired,,4 Seasons,,,2009 - 2012
Jay Richardson,33.0,"Dublin , OH",1/27/1984,280.0,78.0,Ohio State,jayrichardson/2495719,,,Retired,,6 Seasons,,,2007 - 2013
Mike Barber,64.0,"Marshall , TX",6/4/1953,235.0,75.0,Louisiana Tech,mikebarber/2508982,,,Retired,,10 Seasons,,,1976 - 1985
Paul Sarringhaus,,"Hamilton , OH",8/13/1920,185.0,72.0,Ohio State,paulsarringhaus/2524927,,,Retired,,2 Seasons,,,1946 - 1948
Calvin Munson,22.0,"Saint Charles , MO",12/27/1994,245.0,73.0,San Diego State,calvinmunson/2559217,,LB,Active,New York Giants,Rookie,,,
Jarrett Payton,36.0,"Arlington , IL",12/26/1980,220.0,72.0,Miami (Fla.),jarrettpayton/2505711,,,Retired,,1 Season,,,2005 - 2006
Bart Oates,58.0,"Mesa , AZ",12/16/1958,275.0,75.0,Brigham Young,bartoates/2502333,,,Retired,,11 Seasons,,,1985 - 1995
Bruce Bannon,66.0,"Rockaway , NJ",3/11/1951,225.0,75.0,Penn State,brucebannon/2508969,,,Retired,,2 Seasons,,,1973 - 1974
Allen Aldridge,45.0,"Houston , TX",5/30/1972,254.0,73.0,Houston,allenaldridge/2499377,,,Retired,,8 Seasons,,,1994 - 2001
Steve Harris,54.0,"Chicago , IL",12/12/1962,194.0,71.0,Northern Iowa,steveharris/2515987,,,Retired,,1 Season,,,1987 - 1987
Howard Barbieri,29.0,,11/7/1987,300.0,77.0,Rutgers,howardbarbieri/2530662,,,Retired,,2 Seasons,,,2011 - 2013
Jim Langer,69.0,"Little Falls , MN",5/16/1948,250.0,74.0,South Dakota State,jimlanger/2519060,,,Retired,,12 Seasons,,,1970 - 1981
Alan Zemaitis,34.0,"Rochester , NY",8/24/1982,200.0,74.0,Penn State,alanzemaitis/2506924,,,Retired,,1 Season,,,2006 - 2007
Russ Letlow,,"Dinuba , CA",10/3/1913,214.0,72.0,San Francisco,russletlow/2519381,,,Retired,,8 Seasons,,,1936 - 1946
Jordan Tripp,26.0,"Missoula , MT",4/3/1991,244.0,76.0,Montana,jordantripp/2550147,58.0,OLB,Active,Green Bay Packers,4th season,Big Sky HS,"Missoula, MT",
Bruiser Kinard,,"Pelahatchie , MS",10/23/1914,216.0,73.0,Mississippi,bruiserkinard/2518462,,,Retired,,9 Seasons,,,1938 - 1947
Drew Wahlroos,37.0,"Poway , CA",6/7/1980,240.0,75.0,Colorado,drewwahlroos/2505283,,,Retired,,2 Seasons,,,2004 - 2006
Chuck Webb,47.0,"Toledo , OH",11/17/1969,201.0,69.0,Tennessee,chuckwebb/2503577,,,Retired,,2 Seasons,,,1991 - 1992
Roger Pillath,75.0,"Marinette , WI",12/21/1941,242.0,76.0,Wisconsin,rogerpillath/2523246,,,Retired,,2 Seasons,,,1965 - 1966
Willie Amos,34.0,,7/28/1982,186.0,72.0,Nebraska,willieamos/2508443,,,Retired,,0 Season,,,2006 - 2006
Todd Harrison,48.0,"Gainesville , FL",3/20/1969,260.0,76.0,North Carolina State,toddharrison/2501065,,,Retired,,2 Seasons,,,1992 - 1993
Rich Kotite,74.0,"Brooklyn , NY",10/13/1942,230.0,75.0,Wagner,richkotite/2518761,,,Retired,,5 Seasons,,,1967 - 1972
Reggie Davis,21.0,,11/22/1995,159.0,72.0,Georgia,reggiedavis/2559324,,WR,Active,Atlanta Falcons,Rookie,,,
Saalim Hakim,27.0,"Los Angeles , GA",2/1/1990,188.0,71.0,Palomar Coll. CA (J.C.),saalimhakim/2535716,,,Retired,,4 Seasons,,,2012 - 2015
John Jenkins,42.0,"East Mckeesport , PA",5/11/1975,188.0,72.0,Pittsburgh,johnjenkins/2501384,,,Retired,,1 Season,,,1998 - 1998
Art Webb,,"Syracuse , NY",2/17/1893,210.0,70.0,No College,artwebb/2528413,,,Retired,,2 Seasons,,,1920 - 1922
Taquan Mizzell,23.0,,10/21/1993,185.0,70.0,Virginia,taquanmizzell/2558975,,RB,Active,Baltimore Ravens,Rookie,,,
Dick Harris,79.0,"Denver , CO",7/24/1937,187.0,71.0,McNeese State,dickharris/2515981,,,Retired,,6 Seasons,,,1960 - 1965
Jimmy Bean,23.0,"Ontario , CA",11/8/1993,251.0,77.0,Oklahoma State,jimmybean/2557731,,DE,Active,Oakland Raiders,1st season,Guyer HS,"Denton, TX",
Jameill Showers,25.0,"Alpine , TX",9/6/1991,230.0,74.0,Texas-El Paso,jameillshowers/2553600,7.0,QB,Active,Dallas Cowboys,1st season,,,
Rashad Baker,35.0,"Camden , NJ",2/22/1982,200.0,70.0,Tennessee,rashadbaker/2505824,,,Retired,,6 Seasons,,,2004 - 2009
Alvin Garrett,60.0,"Mineral Wells , TX",10/1/1956,178.0,67.0,Angelo State,alvingarrett/2514646,,,Retired,,5 Seasons,,,1980 - 1984
Danny Kistler,26.0,,3/30/1991,315.0,79.0,Montana,dannykistler/2550576,,,Retired,,2 Seasons,,,2014 - 2015
Robert McClain,28.0,"Philadelphia , PA",7/22/1988,195.0,69.0,Connecticut,robertmcclain/1037913,,DB,Active,Tampa Bay Buccaneers,6th season,Patuxent HS,"Lusby, MD",
Chris Akins,41.0,"Paris , TX",1/7/1976,323.0,73.0,Texas,chrisakins/2499371,,,Retired,,1 Season,,,1998 - 1998
Curtis Ceaser,44.0,"Lincoln , NE",8/11/1972,190.0,74.0,Grambling State,curtisceaser/2500036,,,Retired,,1 Season,,,1995 - 1995
Doug Allen,65.0,"Tampa , FL",11/13/1951,228.0,74.0,Penn State,dougallen/2508361,,,Retired,,2 Seasons,,,1974 - 1975
Harry Richman,,"Chicago , IL",1/9/1907,186.0,71.0,Illinois,harryrichman/2524130,,,Retired,,1 Season,,,1929 - 1929
Hopalong Cassady,83.0,"Columbus , OH",3/2/1934,183.0,70.0,Ohio State,hopalongcassady/2511257,,,Retired,,8 Seasons,,,1956 - 1963
Cliff Aberson,,"Chicago , IL",8/28/1921,195.0,72.0,No College,cliffaberson/2508159,,,Retired,,1 Season,,,1946 - 1946
Kyle Fuller,23.0,"Duncanville , TX",3/4/1994,306.0,77.0,Baylor,kylefuller/2558866,,C,Active,Houston Texans,Rookie,Wylie HS,"Wylie, TX",
Jim Regan,,,,172.0,,Still,jimregan/2523908,,,Retired,,1 Season,,,1925 - 1925
Joe Osmanski,,"Providence , RI",12/26/1917,218.0,74.0,Holy Cross,joeosmanski/2522573,,,Retired,,4 Seasons,,,1946 - 1949
Sam Scarber,67.0,"St. Louis , MO",6/24/1949,230.0,75.0,New Mexico,samscarber/2524990,,,Retired,,2 Seasons,,,1975 - 1976
Jaleel Johnson,22.0,"Brooklyn , NY",7/12/1994,309.0,75.0,Iowa,jaleeljohnson/2557845,,DT,Active,Minnesota Vikings,Rookie,Montini Catholic HS,"Lombard, IL",
Joshua Perry,23.0,"Nashville , TN",4/26/1994,253.0,76.0,Ohio State,joshuaperry/2555326,53.0,ILB,Active,Los Angeles Chargers,2nd season,Olentangy HS,"Lewis Center, OH",
Corey Gatewood,28.0,,7/13/1988,190.0,70.0,Stanford,coreygatewood/2536452,,,Retired,,1 Season,,,2012 - 2012
Ron Battle,58.0,"Shreveport , LA",3/27/1959,220.0,75.0,North Texas,ronbattle/2509171,,,Retired,,2 Seasons,,,1981 - 1982
Robert Nelson,,"Paris , TX",1/30/1920,214.0,73.0,Baylor,robertnelson/2522035,,,Retired,,7 Seasons,,,1941 - 1950
Sebastian Janikowski,39.0,Walbrzych Poland,3/2/1978,265.0,73.0,Florida State,sebastianjanikowski/2504257,11.0,K,Active,Oakland Raiders,18th season,Seabreeze HS,"Daytona Beach, FL",
Ron Hall,,"Fort Huachuca , AZ",3/15/1964,245.0,76.0,Hawaii,ronhall/2500975,,,Retired,,9 Seasons,,,1987 - 1995
Bill Quinlan,84.0,"Lawrence , MA",6/19/1932,248.0,75.0,Michigan State,billquinlan/2523652,,,Retired,,9 Seasons,,,1957 - 1965
Chris Sanders,45.0,"Denver , CO",5/8/1972,188.0,73.0,Ohio State,chrissanders/2502819,,,Retired,,8 Seasons,,,1995 - 2002
John Wetzel,25.0,"Pittsburgh , PA",7/18/1991,328.0,79.0,Boston College,johnwetzel/2539207,73.0,OT,Active,Arizona Cardinals,2nd season,Brashear HS,"Pittsburgh, PA",
David Thompson,37.0,"Paterson , NJ",8/23/1979,295.0,77.0,Ohio State,davidthompson/2505285,,,Retired,,1 Season,,,2004 - 2004
Delton Hall,52.0,"Greensboro , NC",1/16/1965,195.0,73.0,Clemson,deltonhall/2500969,,,Retired,,6 Seasons,,,1987 - 1992
Bill Campbell,,"Pawhuska , OK",8/6/1920,195.0,72.0,Oklahoma,billcampbell/2510997,,,Retired,,5 Seasons,,,1945 - 1949
Tony Kaska,,"Johnston City , IL",7/1/1911,193.0,71.0,Illinois Wesleyan,tonykaska/2518165,,,Retired,,4 Seasons,,,1935 - 1938
Oscar Knop,,"Chicago , IL",9/5/1896,191.0,72.0,Illinois,oscarknop/2518653,,,Retired,,8 Seasons,,,1920 - 1927
Homer Reynolds,,"Cleveland , OH",10/31/1913,190.0,70.0,Tulsa,homerreynolds/2524004,,,Retired,,1 Season,,,1934 - 1934
Chris Cagle,,"De Ridder , LA",5/1/1905,174.0,70.0,Army,chriscagle/2510895,,,Retired,,5 Seasons,,,1930 - 1934
Mike Erickson,35.0,,5/8/1982,304.0,76.0,Nebraska,mikeerickson/2513681,,,Retired,,0 Season,,,2006 - 2006
Roc Carmichael,28.0,"Laurinburg , NC",9/9/1988,197.0,70.0,Virginia Tech,roccarmichael/2495133,,,Retired,,4 Seasons,,,2011 - 2014
Cliff Anderson,,"Cape May , NJ",11/25/1929,215.0,74.0,Indiana,cliffanderson/2508473,,,Retired,,2 Seasons,,,1952 - 1953
Jim Dray,30.0,"New Milford , NJ",12/31/1986,255.0,77.0,Stanford,jimdray/497226,49.0,TE,Unsigned free agent,San Francisco 49ers,8th season,Bergen Catholic HS,"Oradell, NJ",
Tyson Graham,,,,210.0,74.0,South Dakota,tysongraham/2559328,,DB,Active,Indianapolis Colts,Rookie,Highlands Christian Academy HS,"Pompano Beach, FL",
Daniel Sorensen,27.0,"Riverside , CA",3/5/1990,208.0,74.0,Brigham Young,danielsorensen/2550257,49.0,DB,Active,Kansas City Chiefs,4th season,Colton HS,CA,
Yamon Figurs,35.0,"Fort Pierce , FL",1/10/1982,175.0,71.0,Kansas State,yamonfigurs/2495602,,,Retired,,5 Seasons,,,2007 - 2011
Ernie Pinckert,,"Medford , WI",5/1/1907,197.0,72.0,USC,erniepinckert/2523251,,,Retired,,9 Seasons,,,1932 - 1940
Billy Barnes,82.0,"Landis , NC",5/14/1935,201.0,71.0,Wake Forest,billybarnes/2509009,,,Retired,,9 Seasons,,,1957 - 1966
Greg Lathan,52.0,"San Diego , CA",9/2/1964,195.0,73.0,Cincinnati,greglathan/2519132,,,Retired,,1 Season,,,1987 - 1987
Ron Fernandes,65.0,"Ypsilanti , MI",9/11/1951,251.0,76.0,Eastern Michigan,ronfernandes/2513963,,,Retired,,3 Seasons,,,1976 - 1979
Fran Tarkenton,77.0,"Richmond , VA",2/3/1940,190.0,72.0,Georgia,frantarkenton/2527019,,,Retired,,18 Seasons,,,1961 - 1978
Frances Mays,26.0,,12/1/1990,291.0,81.0,Florida A&M,francesmays/2550304,,,Retired,,1 Season,,,2014 - 2014
Red Seick,,"Lewiston , NY",4/28/1911,195.0,72.0,Manhattan,redseick/2525292,,,Retired,,1 Season,,,1942 - 1942
Corey Mays,33.0,"Chicago , IL",11/27/1983,245.0,73.0,Notre Dame,coreymays/2506770,,,Retired,,5 Seasons,,,2006 - 2010
Alcides Catanho,45.0,"Elizabeth , NJ",1/20/1972,230.0,75.0,Rutgers,alcidescatanho/2500032,,,Retired,,2 Seasons,,,1995 - 1996
Rusty Tillman,71.0,"Beloit , WI",2/27/1946,230.0,74.0,Northern Arizona,rustytillman/2527432,,,Retired,,8 Seasons,,,1970 - 1977
Gabe Ikard,26.0,"Nichols Hills , OK",9/26/1990,304.0,76.0,Oklahoma,gabeikard/2550487,60.0,C,Active,Cleveland Browns,4th season,Bishop McGuinness HS,"Oklahoma City, OK",
Glenn Earl,35.0,"Southfield , MI",6/10/1981,213.0,73.0,Notre Dame,glennearl/2506058,,,Retired,,5 Seasons,,,2004 - 2008
Duron Carter,26.0,"Fort Lauderdale , FL",3/22/1991,205.0,77.0,Florida Atlantic,duroncarter/2552616,,,Retired,,1 Season,,,2015 - 2015
Rube Leisk,,"Shreveport , LA",7/12/1915,195.0,72.0,LSU,rubeleisk/2519330,,,Retired,,1 Season,,,1937 - 1937
Louis Delmas,30.0,"Fort Pierce , FL",4/12/1987,208.0,71.0,Western Michigan,louisdelmas/71279,,,Retired,,7 Seasons,,,2009 - 2015
Dave Parks,75.0,"Muenster , TX",12/25/1941,220.0,74.0,Texas Tech,daveparks/2522772,,,Retired,,10 Seasons,,,1964 - 1973
Henry Bassett,,"Atchison , KS",9/1/1899,215.0,74.0,Nebraska,henrybassett/2509133,,,Retired,,1 Season,,,1924 - 1924
Mike Utley,51.0,"Seattle , WA",12/20/1965,288.0,78.0,Washington State,mikeutley/2503443,,,Retired,,3 Seasons,,,1989 - 1991
Matt Lehr,38.0,"Jacksonville , FL",4/25/1979,304.0,74.0,Virginia Tech,mattlehr/2504672,,,Retired,,9 Seasons,,,2001 - 2009
Johnnie Dirden,65.0,"Houston , TX",3/14/1952,190.0,72.0,Sam Houston State,johnniedirden/2512959,,,Retired,,3 Seasons,,,1978 - 1981
Damarious Randall,24.0,"Pensacola , FL",8/29/1992,196.0,71.0,Arizona State,damariousrandall/2552389,23.0,CB,Active,Green Bay Packers,3rd season,Pensacola HS,FL,
Harp Vaughan,,"Philadelphia , PA",11/19/1903,150.0,67.0,No College,harpvaughan/2527911,,,Retired,,2 Seasons,,,1933 - 1934
T.J. Jones,24.0,"Winnipeg , Manitoba",7/19/1992,190.0,72.0,Notre Dame,t.j.jones/2543836,,WR,Active,Detroit Lions,2nd season,Gainesville HS,GA,
Rich Koeper,,"San Francisco , CA",7/23/1943,260.0,76.0,Oregon State,richkoeper/2518683,,,Retired,,1 Season,,,1966 - 1966
Jeff Olson,,,,300.0,76.0,Texas Christian,jeffolson/2542281,,,Retired,,1 Season,,,2013 - 2013
Abry Jones,25.0,"Fort Gordon , GA",9/8/1991,318.0,76.0,Georgia,abryjones/2539230,95.0,DT,Active,Jacksonville Jaguars,5th season,Northside HS,"Warner Robins, GA",
Hal Gaulke,,"Columbus , OH",8/27/1894,175.0,68.0,No College,halgaulke/2514708,,,Retired,,3 Seasons,,,1920 - 1922
Alvin Hill,23.0,"Miami , FL",1/28/1994,190.0,71.0,Maryland,alvinhill/2559185,,CB,Active,Cleveland Browns,Rookie,,,
Jodie Whire,,"Albany , GA",6/11/1910,185.0,73.0,Georgia,jodiewhire/2528624,,,Retired,,1 Season,,,1933 - 1933
Nate Jackson,38.0,"San Jose , CA",6/4/1979,235.0,75.0,Menlo College,natejackson/2504808,,,Retired,,7 Seasons,,,2003 - 2009
R.J. Washington,28.0,"Forth Worth , TX",3/14/1989,270.0,75.0,Oklahoma,r.j.washington/2541799,,,Retired,,1 Season,,,2013 - 2013
Moses Denson,72.0,"Vredenburgh , AL",7/6/1944,215.0,73.0,Maryland East. Shore,mosesdenson/2512810,,,Retired,,2 Seasons,,,1974 - 1975
Pete Emelianchik,73.0,"Brooklyn , NY",11/19/1943,213.0,74.0,Richmond,peteemelianchik/2513626,,,Retired,,1 Season,,,1967 - 1967
Damon Gibson,42.0,"Houston , TX",2/25/1975,183.0,69.0,Iowa,damongibson/2500800,,,Retired,,4 Seasons,,,1998 - 2002
Wooky Roberts,,"Elmwood , IL",9/1/1897,160.0,67.0,Navy,wookyroberts/2524290,,,Retired,,5 Seasons,,,1922 - 1926
Alabama Pitts,,,,185.0,70.0,No College,alabamapitts/2523285,,,Retired,,1 Season,,,1935 - 1935
Davis Sanchez,42.0,"Vancouver , B.C.",8/7/1974,190.0,70.0,Oregon,davissanchez/2504338,,,Retired,,2 Seasons,,,2001 - 2002
Marcus Johnson,35.0,"Greenville , MS",12/1/1981,321.0,78.0,Mississippi,marcusjohnson/2506388,,,Retired,,5 Seasons,,,2005 - 2009
Tommy Jeter,47.0,"Nacogdoches , TX",9/20/1969,285.0,77.0,Texas,tommyjeter/2501400,,,Retired,,5 Seasons,,,1992 - 1996
Jimmy Kennedy,,,2/16/1901,160.0,69.0,Holy Cross,jimmykennedy/2518339,,,Retired,,1 Season,,,1925 - 1925
Marcus Harris,27.0,,8/1/1989,187.0,73.0,Murray State,marcusharris/2530959,,,Retired,,5 Seasons,,,2011 - 2015
Tommy Mason,,"Lake Charles , LA",7/8/1939,196.0,73.0,Tulane,tommymason/2520296,,,Retired,,11 Seasons,,,1961 - 1971
Pernell Davis,41.0,"Birmingham , AL",5/19/1976,320.0,74.0,Alabama-Birmingham,pernelldavis/2500323,,,Retired,,2 Seasons,,,1999 - 2000
Stan Mauldin,,"Amarillo , TX",12/27/1920,225.0,74.0,Texas,stanmauldin/2520388,,,Retired,,3 Seasons,,,1946 - 1948
Paul Lipscomb,,"Benton , IL",1/13/1923,246.0,77.0,Tennessee,paullipscomb/2519562,,,Retired,,10 Seasons,,,1945 - 1954
Chris Humes,22.0,,7/31/1994,207.0,71.0,Arkansas State,chrishumes/2559025,,DB,Active,Oakland Raiders,Rookie,,,
Fred Dean,62.0,"Gainesville , FL",3/30/1955,253.0,75.0,Texas Southern,freddean/2512679,,,Retired,,5 Seasons,,,1977 - 1982
Jim Thibaut,,"New Orleans , LA",8/31/1919,205.0,71.0,Tulane,jimthibaut/2527198,,,Retired,,1 Season,,,1946 - 1946
Robert Johnson,30.0,"Gardena , CA",2/13/1987,206.0,74.0,Utah,robertjohnson/2508053,,,Retired,,4 Seasons,,,2010 - 2013
Farnham Johnson,,"St. Paul , MN",6/23/1924,215.0,72.0,Wisconsin,farnhamjohnson/2517630,,,Retired,,1 Season,,,1948 - 1948
Kaulana Noa,40.0,"Honokaa , HI",12/29/1976,307.0,75.0,Hawaii,kaulananoa/2504279,,,Retired,,2 Seasons,,,2000 - 2001
Stephen Franklin,28.0,"Kansas City , MO",9/26/1988,235.0,72.0,Southern Illinois,stephenfranklin/2530841,,,Retired,,1 Season,,,2011 - 2011
Charlie Weaver,67.0,"Greenwood , MS",7/12/1949,220.0,74.0,USC,charlieweaver/2528402,,,Retired,,11 Seasons,,,1971 - 1981
Red Seidelson,,Romania,8/13/1901,202.0,73.0,Pittsburgh,redseidelson/2525293,,,Retired,,2 Seasons,,,1925 - 1926
Jason Odom,43.0,"Winter Haven , FL",3/31/1974,312.0,77.0,Florida,jasonodom/2502339,,,Retired,,5 Seasons,,,1996 - 2000
Phil Savoy,42.0,"Washington , DC",2/16/1975,195.0,74.0,Colorado,philsavoy/2502845,,,Retired,,1 Season,,,1998 - 1998
Dan James,,"Cincinnati , OH",8/10/1937,250.0,76.0,Ohio State,danjames/2517371,,,Retired,,8 Seasons,,,1960 - 1967
Cedric Saunders,44.0,"Tallahassee , FL",9/30/1972,240.0,75.0,Ohio State,cedricsaunders/2502841,,,Retired,,1 Season,,,1995 - 1995
Bob Niziolek,58.0,"Chicago , IL",6/30/1958,220.0,76.0,Colorado,bobniziolek/2522186,,,Retired,,1 Season,,,1981 - 1981
Brian Thure,43.0,"Downey , CA",9/3/1973,300.0,77.0,California,brianthure/2503352,,,Retired,,2 Seasons,,,1995 - 1996
Damione Lewis,39.0,"Sulphur Springs , TX",3/1/1978,301.0,74.0,Miami (Fla.),damionelewis/2504740,,,Retired,,11 Seasons,,,2001 - 2011
Ralph Maillard,,"Randolph , NE",10/10/1905,190.0,74.0,Creighton,ralphmaillard/2520000,,,Retired,,1 Season,,,1929 - 1929
Tom Ottaiano,29.0,,5/20/1988,295.0,73.0,Monmouth (N.J.),tomottaiano/2530596,,,Retired,,1 Season,,,2011 - 2011
Stephen Scaldaferri,37.0,,9/18/1979,210.0,70.0,Kentucky,stephenscaldaferri/2506603,,,Retired,,1 Season,,,2005 - 2005
Jim MacMurdo,,"Ellwood City , PA",9/2/1909,209.0,73.0,Pittsburgh,jimmacmurdo/2519931,,,Retired,,6 Seasons,,,1932 - 1937
Urban Odson,,"Clark , SD",11/17/1918,251.0,75.0,Minnesota,urbanodson/2522398,,,Retired,,4 Seasons,,,1946 - 1949
Jermaine Fazande,42.0,"Marrero , LA",1/14/1975,255.0,74.0,Oklahoma,jermainefazande/2500607,,,Retired,,2 Seasons,,,1999 - 2000
Colby Cameron,27.0,"Newbury Park , CA",4/5/1990,210.0,74.0,Louisiana Tech,colbycameron/2540244,,,Retired,,1 Season,,,2013 - 2013
Ivan Quinn,,"Decatur , NE",5/26/1899,230.0,72.0,Carroll (Wis.),ivanquinn/2523654,,,Retired,,1 Season,,,1924 - 1924
Roger Taylor,59.0,"Shawnee , OK",1/5/1958,271.0,78.0,Oklahoma State,rogertaylor/2527113,,,Retired,,1 Season,,,1981 - 1981
John Gillen,58.0,"Arlington Heights , IL",11/5/1958,227.0,75.0,Illinois,johngillen/2514881,,,Retired,,3 Seasons,,,1981 - 1983
JC Tretter,26.0,"Batavia , NY",2/12/1991,307.0,76.0,Cornell,jctretter/2540292,,C,Active,Cleveland Browns,5th season,Akron HS,NY,
Mel Owens,58.0,"Detroit , MI",12/7/1958,224.0,74.0,Michigan,melowens/2522628,,,Retired,,9 Seasons,,,1981 - 1989
Ron Rice,44.0,"Detroit , MI",11/9/1972,217.0,73.0,Eastern Michigan,ronrice/2502643,,,Retired,,7 Seasons,,,1995 - 2001
Damone Johnson,55.0,"Los Angeles , CA",3/2/1962,230.0,76.0,Cal Poly-S.L.O.,damonejohnson/2517601,,,Retired,,7 Seasons,,,1986 - 1992
Richard Carey,49.0,"Seattle , WA",5/6/1968,185.0,69.0,Idaho,richardcarey/2511068,,,Retired,,2 Seasons,,,1989 - 1990
Alex Lewis,25.0,"Phoenix , AZ",4/21/1992,315.0,78.0,Nebraska,alexlewis/2555353,72.0,OG,Active,Baltimore Ravens,2nd season,Mountain Pointe HS,"Phoenix, AZ",
Jim Temp,,"La Crosse , WI",10/10/1933,245.0,76.0,Wisconsin,jimtemp/2527149,,,Retired,,4 Seasons,,,1957 - 1960
Dennis Norman,37.0,"Philadelphia , PA",1/26/1980,313.0,77.0,Princeton,dennisnorman/2504623,,,Retired,,9 Seasons,,,2001 - 2009
Daryl Smith,35.0,"Albany , GA",3/14/1982,250.0,74.0,Georgia Tech,darylsmith/2506029,51.0,OLB,Unsigned free agent,Tampa Bay Buccaneers,14th season,Dougherty HS,"Albany, GA",
Alan Campos,44.0,"Miami , FL",3/3/1973,236.0,75.0,Louisville,alancampos/2499982,,,Retired,,1 Season,,,1996 - 1996
Chase Vaughn,28.0,,9/4/1988,248.0,74.0,Colorado State-Pueblo,chasevaughn/2550640,,,Retired,,2 Seasons,,,2014 - 2015
Daryl Richardson,27.0,"Vernon , TX",4/12/1990,196.0,71.0,Abilene Christian,darylrichardson/2534789,38.0,RB,Unsigned free agent,Jacksonville Jaguars,4th season,Sandalwood HS,"Jacksonville, FL",
Zach Kerr,26.0,"Virginia Beach , VA",8/29/1990,334.0,74.0,Delaware,zachkerr/2550575,,NT,Active,Denver Broncos,4th season,Quince Orchard HS,"Gaithersburg, MD",
Teddy Andrulewicz,,"Mount Carmel , PA",1/1/1905,175.0,71.0,Villanova,teddyandrulewicz/2508566,,,Retired,,1 Season,,,1930 - 1930
Glen Campbell,55.0,,12/6/1961,280.0,76.0,Wake Forest,glencampbell/2510974,,,Retired,,1 Season,,,1987 - 1987
Don Perkins,79.0,"Waterloo , IA",3/4/1938,204.0,70.0,New Mexico,donperkins/2523012,,,Retired,,8 Seasons,,,1961 - 1968
Ernest Gibson,55.0,"Jacksonville , FL",10/3/1961,189.0,70.0,Furman,ernestgibson/2514834,,,Retired,,6 Seasons,,,1984 - 1989
Joe Frank,,"Bronx , NY",7/14/1915,217.0,73.0,Georgetown,joefrank/2514350,,,Retired,,3 Seasons,,,1941 - 1943
Deron Washington,24.0,,5/3/1993,211.0,73.0,Pittsburg State,deronwashington/2559126,,DB,Active,Atlanta Falcons,Rookie,,,
Frank Filchock,,"Crucible , PA",10/8/1916,193.0,71.0,Indiana,frankfilchock/2514016,,,Retired,,8 Seasons,,,1938 - 1950
Tommie Agee,53.0,"Chilton , AL",2/22/1964,235.0,72.0,Auburn,tommieagee/2499365,,,Retired,,7 Seasons,,,1988 - 1994
Trevor Robinson,27.0,"Kearney , NE",5/16/1990,300.0,77.0,Notre Dame,trevorrobinson/2535842,60.0,G,Active,Atlanta Falcons,5th season,Elkhorn HS,NE,
Jason Hatcher,34.0,"Alexandria , LA",7/13/1982,299.0,78.0,Grambling State,jasonhatcher/2495851,,,Retired,,10 Seasons,,,2006 - 2015
Rodney Hudson,27.0,"Mobile , AL",7/12/1989,300.0,74.0,Florida State,rodneyhudson/2495171,61.0,C,Active,Oakland Raiders,7th season,B.C. Rain HS,"Mobile, AL",
Ed Klewicki,,"Pittsburgh , PA",5/4/1911,209.0,70.0,Michigan State,edklewicki/2518602,,,Retired,,4 Seasons,,,1935 - 1938
